"sample_id","species_code","abundance","sample_type","Species","seed.mass","mean_abundance","X","X.1"
"44-IR","CACI",0.05,"year4_above",NA,NA,NA,NA,NA
"44-IR","CIOC",0.1,"year4_above","Cirsium occidentale",0.00593,0.009548198,NA,NA
"44-IR","DEFA",0,"year4_above","Deinandra fasciculata",0.00067,0,NA,NA
"44-IR","ESCA",0,"year4_above","Eschscholzia californica",0.00108,0.007541432,NA,NA
"44-IR","GRCA",0.03,"year4_above","Grindelia camporum",0.00198,0.074548922,NA,NA
"44-IR","LAPL",0,"year4_above","Layia platyglossa",0.00058,0,NA,NA
"44-IR","LUBI",0,"year4_above","Lupinus bicolor",0.00391,0.000794985,NA,NA
"44-IR","LUMII",0,"year4_above",NA,NA,NA,NA,NA
"44-IR","LUSU",0,"year4_above","Lupinus succulentus",0.0271,0.004858119,NA,NA
"44-IR","PHCI",0.1,"year4_above","Phacelia cicutaria",0.00082,0.20964141,NA,NA
"44-IR","PLER",0,"year4_above","Plantago erecta",0.00154,0.001651048,NA,NA
"44-IR","RACA",0,"year4_above","Ranunculus californicus",0.00226,0.000355497,NA,NA
"44-IR","SIBE",0,"year4_above","Sisyrinchium bellum",0.00138,0,NA,NA
"44-IR","TRWI",0,"year4_above","Trifolium willdenovii",0.00202,0.000214787,NA,NA
"44-IR","ARPU",0,"year4_above","Aristida purpurea",0.00121,0,NA,NA
"44-IR","BRCA",0.01,"year4_above","Bromus carinatus",0.00689,0.140296082,NA,NA
"44-IR","ELCO",0,"year4_above","Elymus (Leymus) condensatus",0.00223,0,NA,NA
"44-IR","ELGL",0,"year4_above","Elymus glaucus",0.00369,0.002531458,NA,NA
"44-IR","FEMI",0,"year4_above","Festuca microstachys",0.00151,0.253290672,NA,NA
"44-IR","HOBR",0,"year4_above","Hordeum brachyantherum",0.00288,0.002554931,NA,NA
"44-IR","HOIN",0,"year4_above","Hordeum intercedens",0.00471,0,NA,NA
"44-IR","KOMA",0,"year4_above","Koeleria macrantha",0.00022,0,NA,NA
"44-IR","MEIM",0,"year4_above","Melica imperfecta",0.00096,0,NA,NA
"44-IR","MURI",0,"year4_above","Muhlenbergia rigens",2e-04,0,NA,NA
"44-IR","POSE",0,"year4_above","Poa secunda",0.00057,0,NA,NA
"44-IR","SPAI",0,"year4_above","Sporobolus airoides",0.00024,0,NA,NA
"44-IR","STPU",0,"year4_above","Stipa pulchra",0.00485,0.000186707,NA,NA
"44-IR","BRDI",0,"year4_above",NA,NA,NA,NA,NA
"44-IR","BRHO",0,"year4_above",NA,NA,NA,NA,NA
"44-IR","BRMA",0,"year4_above",NA,NA,NA,NA,NA
"44-IR","FEMY",0.01,"year4_above",NA,NA,NA,NA,NA
"44-IR","FEPE",0,"year4_above",NA,NA,NA,NA,NA
"44-IR","HOMU",0,"year4_above",NA,NA,NA,NA,NA
"44-IR","POMO",0,"year4_above",NA,NA,NA,NA,NA
"44-R","ACMI",0,"year4_above","Achillea millefolium",0.00017,0.006356955,NA,NA
"44-R","ACAM",0.03,"year4_above","Acmispon americanus",0.00364,0.088533547,NA,NA
"44-R","ACST",0,"year4_above","Acmispon strigosus",0.00139,0.02916849,NA,NA
"44-R","AMME",0.05,"year4_above","Amsinckia menziesii",0.0014,0.129041085,NA,NA
"44-R","ASFA",0,"year4_above","Asclepias fascicularis",0.00391,0.001821949,NA,NA
"44-R","CACI",0.01,"year4_above",NA,NA,NA,NA,NA
"44-R","CIOC",0.1,"year4_above","Cirsium occidentale",0.00593,0.009548198,NA,NA
"44-R","DEFA",0,"year4_above","Deinandra fasciculata",0.00067,0,NA,NA
"44-R","ESCA",0,"year4_above","Eschscholzia californica",0.00108,0.007541432,NA,NA
"44-R","GRCA",0.05,"year4_above","Grindelia camporum",0.00198,0.074548922,NA,NA
"44-R","LAPL",0,"year4_above","Layia platyglossa",0.00058,0,NA,NA
"44-R","LUBI",0.04,"year4_above","Lupinus bicolor",0.00391,0.000794985,NA,NA
"44-R","LUMII",0,"year4_above",NA,NA,NA,NA,NA
"44-R","LUSU",0,"year4_above","Lupinus succulentus",0.0271,0.004858119,NA,NA
"44-R","PHCI",0,"year4_above","Phacelia cicutaria",0.00082,0.20964141,NA,NA
"44-R","PLER",0,"year4_above","Plantago erecta",0.00154,0.001651048,NA,NA
"44-R","RACA",0,"year4_above","Ranunculus californicus",0.00226,0.000355497,NA,NA
"44-R","SIBE",0,"year4_above","Sisyrinchium bellum",0.00138,0,NA,NA
"44-R","TRWI",0,"year4_above","Trifolium willdenovii",0.00202,0.000214787,NA,NA
"44-R","ARPU",0,"year4_above","Aristida purpurea",0.00121,0,NA,NA
"44-R","BRCA",0,"year4_above","Bromus carinatus",0.00689,0.140296082,NA,NA
"44-R","ELCO",0,"year4_above","Elymus (Leymus) condensatus",0.00223,0,NA,NA
"44-R","ELGL",0,"year4_above","Elymus glaucus",0.00369,0.002531458,NA,NA
"44-R","FEMI",0.45,"year4_above","Festuca microstachys",0.00151,0.253290672,NA,NA
"44-R","HOBR",0,"year4_above","Hordeum brachyantherum",0.00288,0.002554931,NA,NA
"44-R","HOIN",0,"year4_above","Hordeum intercedens",0.00471,0,NA,NA
"44-R","KOMA",0,"year4_above","Koeleria macrantha",0.00022,0,NA,NA
"44-R","MEIM",0,"year4_above","Melica imperfecta",0.00096,0,NA,NA
"44-R","MURI",0,"year4_above","Muhlenbergia rigens",2e-04,0,NA,NA
"44-R","POSE",0,"year4_above","Poa secunda",0.00057,0,NA,NA
"44-R","SPAI",0,"year4_above","Sporobolus airoides",0.00024,0,NA,NA
"44-R","STPU",0,"year4_above","Stipa pulchra",0.00485,0.000186707,NA,NA
"44-R","BRDI",0,"year4_above",NA,NA,NA,NA,NA
"44-R","BRHO",0,"year4_above",NA,NA,NA,NA,NA
"44-R","BRMA",0,"year4_above",NA,NA,NA,NA,NA
"44-R","FEMY",0.02,"year4_above",NA,NA,NA,NA,NA
"44-R","FEPE",0,"year4_above",NA,NA,NA,NA,NA
"44-R","HOMU",0,"year4_above",NA,NA,NA,NA,NA
"44-R","POMO",0,"year4_above",NA,NA,NA,NA,NA
"45-DT","ACMI",0,"year4_above","Achillea millefolium",0.00017,0.006356955,NA,NA
"45-DT","ACAM",0.03,"year4_above","Acmispon americanus",0.00364,0.088533547,NA,NA
"45-DT","ACST",0.03,"year4_above","Acmispon strigosus",0.00139,0.02916849,NA,NA
"45-DT","AMME",0.1,"year4_above","Amsinckia menziesii",0.0014,0.129041085,NA,NA
"45-DT","ASFA",0,"year4_above","Asclepias fascicularis",0.00391,0.001821949,NA,NA
"45-DT","CACI",0.01,"year4_above",NA,NA,NA,NA,NA
"45-DT","CIOC",0.02,"year4_above","Cirsium occidentale",0.00593,0.009548198,NA,NA
"45-DT","DEFA",0,"year4_above","Deinandra fasciculata",0.00067,0,NA,NA
"45-DT","ESCA",0,"year4_above","Eschscholzia californica",0.00108,0.007541432,NA,NA
"45-DT","GRCA",0.01,"year4_above","Grindelia camporum",0.00198,0.074548922,NA,NA
"45-DT","LAPL",0,"year4_above","Layia platyglossa",0.00058,0,NA,NA
"45-DT","LUBI",0,"year4_above","Lupinus bicolor",0.00391,0.000794985,NA,NA
"45-DT","LUMII",0,"year4_above",NA,NA,NA,NA,NA
"45-DT","LUSU",0.01,"year4_above","Lupinus succulentus",0.0271,0.004858119,NA,NA
"45-DT","PHCI",0.25,"year4_above","Phacelia cicutaria",0.00082,0.20964141,NA,NA
"45-DT","PLER",0,"year4_above","Plantago erecta",0.00154,0.001651048,NA,NA
"45-DT","RACA",0,"year4_above","Ranunculus californicus",0.00226,0.000355497,NA,NA
"45-DT","SIBE",0,"year4_above","Sisyrinchium bellum",0.00138,0,NA,NA
"45-DT","TRWI",0,"year4_above","Trifolium willdenovii",0.00202,0.000214787,NA,NA
"45-DT","ARPU",0,"year4_above","Aristida purpurea",0.00121,0,NA,NA
"45-DT","BRCA",0,"year4_above","Bromus carinatus",0.00689,0.140296082,NA,NA
"45-DT","ELCO",0,"year4_above","Elymus (Leymus) condensatus",0.00223,0,NA,NA
"45-DT","ELGL",0,"year4_above","Elymus glaucus",0.00369,0.002531458,NA,NA
"45-DT","FEMI",0.05,"year4_above","Festuca microstachys",0.00151,0.253290672,NA,NA
"45-DT","HOBR",0.02,"year4_above","Hordeum brachyantherum",0.00288,0.002554931,NA,NA
"45-DT","HOIN",0,"year4_above","Hordeum intercedens",0.00471,0,NA,NA
"45-DT","KOMA",0,"year4_above","Koeleria macrantha",0.00022,0,NA,NA
"45-DT","MEIM",0,"year4_above","Melica imperfecta",0.00096,0,NA,NA
"45-DT","MURI",0,"year4_above","Muhlenbergia rigens",2e-04,0,NA,NA
"45-DT","POSE",0,"year4_above","Poa secunda",0.00057,0,NA,NA
"45-DT","SPAI",0,"year4_above","Sporobolus airoides",0.00024,0,NA,NA
"45-DT","STPU",0,"year4_above","Stipa pulchra",0.00485,0.000186707,NA,NA
"45-DT","BRDI",0,"year4_above",NA,NA,NA,NA,NA
"45-DT","BRHO",0,"year4_above",NA,NA,NA,NA,NA
"45-DT","BRMA",0.01,"year4_above",NA,NA,NA,NA,NA
"45-DT","FEMY",0.1,"year4_above",NA,NA,NA,NA,NA
"45-DT","FEPE",0,"year4_above",NA,NA,NA,NA,NA
"45-DT","HOMU",0,"year4_above",NA,NA,NA,NA,NA
"45-DT","POMO",0,"year4_above",NA,NA,NA,NA,NA
"45-FD","ACMI",0,"year4_above","Achillea millefolium",0.00017,0.006356955,NA,NA
"45-FD","ACAM",0.02,"year4_above","Acmispon americanus",0.00364,0.088533547,NA,NA
"45-FD","ACST",0,"year4_above","Acmispon strigosus",0.00139,0.02916849,NA,NA
"45-FD","AMME",0.2,"year4_above","Amsinckia menziesii",0.0014,0.129041085,NA,NA
"45-FD","ASFA",0.01,"year4_above","Asclepias fascicularis",0.00391,0.001821949,NA,NA
"45-FD","CACI",0,"year4_above",NA,NA,NA,NA,NA
"45-FD","CIOC",0.05,"year4_above","Cirsium occidentale",0.00593,0.009548198,NA,NA
"45-FD","DEFA",0,"year4_above","Deinandra fasciculata",0.00067,0,NA,NA
"45-FD","ESCA",0,"year4_above","Eschscholzia californica",0.00108,0.007541432,NA,NA
"45-FD","GRCA",0.04,"year4_above","Grindelia camporum",0.00198,0.074548922,NA,NA
"45-FD","LAPL",0,"year4_above","Layia platyglossa",0.00058,0,NA,NA
"45-FD","LUBI",0,"year4_above","Lupinus bicolor",0.00391,0.000794985,NA,NA
"45-FD","LUMII",0,"year4_above",NA,NA,NA,NA,NA
"45-FD","LUSU",0,"year4_above","Lupinus succulentus",0.0271,0.004858119,NA,NA
"45-FD","PHCI",0.04,"year4_above","Phacelia cicutaria",0.00082,0.20964141,NA,NA
"45-FD","PLER",0,"year4_above","Plantago erecta",0.00154,0.001651048,NA,NA
"45-FD","RACA",0,"year4_above","Ranunculus californicus",0.00226,0.000355497,NA,NA
"45-FD","SIBE",0,"year4_above","Sisyrinchium bellum",0.00138,0,NA,NA
"45-FD","TRWI",0,"year4_above","Trifolium willdenovii",0.00202,0.000214787,NA,NA
"45-FD","ARPU",0,"year4_above","Aristida purpurea",0.00121,0,NA,NA
"45-FD","BRCA",0,"year4_above","Bromus carinatus",0.00689,0.140296082,NA,NA
"45-FD","ELCO",0,"year4_above","Elymus (Leymus) condensatus",0.00223,0,NA,NA
"45-FD","ELGL",0,"year4_above","Elymus glaucus",0.00369,0.002531458,NA,NA
"45-FD","FEMI",0.25,"year4_above","Festuca microstachys",0.00151,0.253290672,NA,NA
"45-FD","HOBR",0,"year4_above","Hordeum brachyantherum",0.00288,0.002554931,NA,NA
"45-FD","HOIN",0,"year4_above","Hordeum intercedens",0.00471,0,NA,NA
"45-FD","KOMA",0,"year4_above","Koeleria macrantha",0.00022,0,NA,NA
"45-FD","MEIM",0,"year4_above","Melica imperfecta",0.00096,0,NA,NA
"45-FD","MURI",0,"year4_above","Muhlenbergia rigens",2e-04,0,NA,NA
"45-FD","POSE",0,"year4_above","Poa secunda",0.00057,0,NA,NA
"45-FD","SPAI",0,"year4_above","Sporobolus airoides",0.00024,0,NA,NA
"45-FD","STPU",0,"year4_above","Stipa pulchra",0.00485,0.000186707,NA,NA
"45-FD","BRDI",0,"year4_above",NA,NA,NA,NA,NA
"45-FD","BRHO",0,"year4_above",NA,NA,NA,NA,NA
"45-FD","BRMA",0.02,"year4_above",NA,NA,NA,NA,NA
"45-FD","FEMY",0.2,"year4_above",NA,NA,NA,NA,NA
"45-FD","FEPE",0,"year4_above",NA,NA,NA,NA,NA
"45-FD","HOMU",0,"year4_above",NA,NA,NA,NA,NA
"45-FD","POMO",0,"year4_above",NA,NA,NA,NA,NA
"45-IR","ACMI",0,"year4_above","Achillea millefolium",0.00017,0.006356955,NA,NA
"45-IR","ACAM",0.01,"year4_above","Acmispon americanus",0.00364,0.088533547,NA,NA
"45-IR","ACST",0.04,"year4_above","Acmispon strigosus",0.00139,0.02916849,NA,NA
"45-IR","AMME",0.01,"year4_above","Amsinckia menziesii",0.0014,0.129041085,NA,NA
"45-IR","ASFA",0,"year4_above","Asclepias fascicularis",0.00391,0.001821949,NA,NA
"45-IR","CACI",0,"year4_above",NA,NA,NA,NA,NA
"45-IR","CIOC",0.01,"year4_above","Cirsium occidentale",0.00593,0.009548198,NA,NA
"45-IR","DEFA",0,"year4_above","Deinandra fasciculata",0.00067,0,NA,NA
"45-IR","ESCA",0,"year4_above","Eschscholzia californica",0.00108,0.007541432,NA,NA
"45-IR","GRCA",0.05,"year4_above","Grindelia camporum",0.00198,0.074548922,NA,NA
"45-IR","LAPL",0,"year4_above","Layia platyglossa",0.00058,0,NA,NA
"45-IR","LUBI",0,"year4_above","Lupinus bicolor",0.00391,0.000794985,NA,NA
"45-IR","LUMII",0,"year4_above",NA,NA,NA,NA,NA
"45-IR","LUSU",0.01,"year4_above","Lupinus succulentus",0.0271,0.004858119,NA,NA
"45-IR","PHCI",0.01,"year4_above","Phacelia cicutaria",0.00082,0.20964141,NA,NA
"45-IR","PLER",0,"year4_above","Plantago erecta",0.00154,0.001651048,NA,NA
"45-IR","RACA",0,"year4_above","Ranunculus californicus",0.00226,0.000355497,NA,NA
"45-IR","SIBE",0,"year4_above","Sisyrinchium bellum",0.00138,0,NA,NA
"45-IR","TRWI",0,"year4_above","Trifolium willdenovii",0.00202,0.000214787,NA,NA
"45-IR","ARPU",0,"year4_above","Aristida purpurea",0.00121,0,NA,NA
"45-IR","BRCA",0,"year4_above","Bromus carinatus",0.00689,0.140296082,NA,NA
"45-IR","ELCO",0,"year4_above","Elymus (Leymus) condensatus",0.00223,0,NA,NA
"45-IR","ELGL",0,"year4_above","Elymus glaucus",0.00369,0.002531458,NA,NA
"45-IR","FEMI",0.2,"year4_above","Festuca microstachys",0.00151,0.253290672,NA,NA
"45-IR","HOBR",0,"year4_above","Hordeum brachyantherum",0.00288,0.002554931,NA,NA
"45-IR","HOIN",0,"year4_above","Hordeum intercedens",0.00471,0,NA,NA
"45-IR","KOMA",0,"year4_above","Koeleria macrantha",0.00022,0,NA,NA
"45-IR","MEIM",0,"year4_above","Melica imperfecta",0.00096,0,NA,NA
"45-IR","MURI",0,"year4_above","Muhlenbergia rigens",2e-04,0,NA,NA
"45-IR","POSE",0,"year4_above","Poa secunda",0.00057,0,NA,NA
"45-IR","SPAI",0,"year4_above","Sporobolus airoides",0.00024,0,NA,NA
"45-IR","STPU",0,"year4_above","Stipa pulchra",0.00485,0.000186707,NA,NA
"45-IR","BRDI",0,"year4_above",NA,NA,NA,NA,NA
"45-IR","BRHO",0,"year4_above",NA,NA,NA,NA,NA
"45-IR","BRMA",0.5,"year4_above",NA,NA,NA,NA,NA
"45-IR","FEMY",0,"year4_above",NA,NA,NA,NA,NA
"45-IR","FEPE",0,"year4_above",NA,NA,NA,NA,NA
"45-IR","HOMU",0,"year4_above",NA,NA,NA,NA,NA
"45-IR","POMO",0,"year4_above",NA,NA,NA,NA,NA
"45-R","ACMI",0,"year4_above","Achillea millefolium",0.00017,0.006356955,NA,NA
"45-R","ACAM",0.01,"year4_above","Acmispon americanus",0.00364,0.088533547,NA,NA
"45-R","ACST",0,"year4_above","Acmispon strigosus",0.00139,0.02916849,NA,NA
"45-R","AMME",0.01,"year4_above","Amsinckia menziesii",0.0014,0.129041085,NA,NA
"45-R","ASFA",0,"year4_above","Asclepias fascicularis",0.00391,0.001821949,NA,NA
"45-R","CACI",0,"year4_above",NA,NA,NA,NA,NA
"45-R","CIOC",0,"year4_above","Cirsium occidentale",0.00593,0.009548198,NA,NA
"45-R","DEFA",0,"year4_above","Deinandra fasciculata",0.00067,0,NA,NA
"45-R","ESCA",0,"year4_above","Eschscholzia californica",0.00108,0.007541432,NA,NA
"45-R","GRCA",0.05,"year4_above","Grindelia camporum",0.00198,0.074548922,NA,NA
"45-R","LAPL",0,"year4_above","Layia platyglossa",0.00058,0,NA,NA
"45-R","LUBI",0,"year4_above","Lupinus bicolor",0.00391,0.000794985,NA,NA
"45-R","LUMII",0,"year4_above",NA,NA,NA,NA,NA
"45-R","LUSU",0,"year4_above","Lupinus succulentus",0.0271,0.004858119,NA,NA
"45-R","PHCI",0.01,"year4_above","Phacelia cicutaria",0.00082,0.20964141,NA,NA
"45-R","PLER",0,"year4_above","Plantago erecta",0.00154,0.001651048,NA,NA
"45-R","RACA",0,"year4_above","Ranunculus californicus",0.00226,0.000355497,NA,NA
"45-R","SIBE",0,"year4_above","Sisyrinchium bellum",0.00138,0,NA,NA
"45-R","TRWI",0,"year4_above","Trifolium willdenovii",0.00202,0.000214787,NA,NA
"45-R","ARPU",0,"year4_above","Aristida purpurea",0.00121,0,NA,NA
"45-R","BRCA",0,"year4_above","Bromus carinatus",0.00689,0.140296082,NA,NA
"45-R","ELCO",0,"year4_above","Elymus (Leymus) condensatus",0.00223,0,NA,NA
"45-R","ELGL",0,"year4_above","Elymus glaucus",0.00369,0.002531458,NA,NA
"45-R","FEMI",0.05,"year4_above","Festuca microstachys",0.00151,0.253290672,NA,NA
"45-R","HOBR",0,"year4_above","Hordeum brachyantherum",0.00288,0.002554931,NA,NA
"45-R","HOIN",0,"year4_above","Hordeum intercedens",0.00471,0,NA,NA
"45-R","KOMA",0,"year4_above","Koeleria macrantha",0.00022,0,NA,NA
"45-R","MEIM",0,"year4_above","Melica imperfecta",0.00096,0,NA,NA
"45-R","MURI",0,"year4_above","Muhlenbergia rigens",2e-04,0,NA,NA
"45-R","POSE",0,"year4_above","Poa secunda",0.00057,0,NA,NA
"45-R","SPAI",0,"year4_above","Sporobolus airoides",0.00024,0,NA,NA
"45-R","STPU",0,"year4_above","Stipa pulchra",0.00485,0.000186707,NA,NA
"45-R","BRDI",0,"year4_above",NA,NA,NA,NA,NA
"45-R","BRHO",0,"year4_above",NA,NA,NA,NA,NA
"45-R","BRMA",0.45,"year4_above",NA,NA,NA,NA,NA
"45-R","FEMY",0.02,"year4_above",NA,NA,NA,NA,NA
"45-R","FEPE",0,"year4_above",NA,NA,NA,NA,NA
"45-R","HOMU",0,"year4_above",NA,NA,NA,NA,NA
"45-R","POMO",0,"year4_above",NA,NA,NA,NA,NA
"46-DT","ACMI",0,"year4_above","Achillea millefolium",0.00017,0.006356955,NA,NA
"46-DT","ACAM",0,"year4_above","Acmispon americanus",0.00364,0.088533547,NA,NA
"46-DT","ACST",0,"year4_above","Acmispon strigosus",0.00139,0.02916849,NA,NA
"46-DT","AMME",0.4,"year4_above","Amsinckia menziesii",0.0014,0.129041085,NA,NA
"46-DT","ASFA",0,"year4_above","Asclepias fascicularis",0.00391,0.001821949,NA,NA
"46-DT","CACI",0,"year4_above",NA,NA,NA,NA,NA
"46-DT","CIOC",0,"year4_above","Cirsium occidentale",0.00593,0.009548198,NA,NA
"46-DT","DEFA",0,"year4_above","Deinandra fasciculata",0.00067,0,NA,NA
"46-DT","ESCA",0,"year4_above","Eschscholzia californica",0.00108,0.007541432,NA,NA
"46-DT","GRCA",0,"year4_above","Grindelia camporum",0.00198,0.074548922,NA,NA
"46-DT","LAPL",0,"year4_above","Layia platyglossa",0.00058,0,NA,NA
"46-DT","LUBI",0,"year4_above","Lupinus bicolor",0.00391,0.000794985,NA,NA
"46-DT","LUMII",0,"year4_above",NA,NA,NA,NA,NA
"46-DT","LUSU",0.04,"year4_above","Lupinus succulentus",0.0271,0.004858119,NA,NA
"46-DT","PHCI",0.04,"year4_above","Phacelia cicutaria",0.00082,0.20964141,NA,NA
"46-DT","PLER",0,"year4_above","Plantago erecta",0.00154,0.001651048,NA,NA
"46-DT","RACA",0,"year4_above","Ranunculus californicus",0.00226,0.000355497,NA,NA
"46-DT","SIBE",0,"year4_above","Sisyrinchium bellum",0.00138,0,NA,NA
"46-DT","TRWI",0,"year4_above","Trifolium willdenovii",0.00202,0.000214787,NA,NA
"46-DT","ARPU",0,"year4_above","Aristida purpurea",0.00121,0,NA,NA
"46-DT","BRCA",0,"year4_above","Bromus carinatus",0.00689,0.140296082,NA,NA
"46-DT","ELCO",0,"year4_above","Elymus (Leymus) condensatus",0.00223,0,NA,NA
"46-DT","ELGL",0,"year4_above","Elymus glaucus",0.00369,0.002531458,NA,NA
"46-DT","FEMI",0.03,"year4_above","Festuca microstachys",0.00151,0.253290672,NA,NA
"46-DT","HOBR",0,"year4_above","Hordeum brachyantherum",0.00288,0.002554931,NA,NA
"46-DT","HOIN",0,"year4_above","Hordeum intercedens",0.00471,0,NA,NA
"46-DT","KOMA",0,"year4_above","Koeleria macrantha",0.00022,0,NA,NA
"46-DT","MEIM",0,"year4_above","Melica imperfecta",0.00096,0,NA,NA
"46-DT","MURI",0,"year4_above","Muhlenbergia rigens",2e-04,0,NA,NA
"46-DT","POSE",0,"year4_above","Poa secunda",0.00057,0,NA,NA
"46-DT","SPAI",0,"year4_above","Sporobolus airoides",0.00024,0,NA,NA
"46-DT","STPU",0,"year4_above","Stipa pulchra",0.00485,0.000186707,NA,NA
"46-DT","BRDI",0,"year4_above",NA,NA,NA,NA,NA
"46-DT","BRHO",0,"year4_above",NA,NA,NA,NA,NA
"46-DT","BRMA",0.1,"year4_above",NA,NA,NA,NA,NA
"46-DT","FEMY",0,"year4_above",NA,NA,NA,NA,NA
"46-DT","FEPE",0.03,"year4_above",NA,NA,NA,NA,NA
"46-DT","HOMU",0,"year4_above",NA,NA,NA,NA,NA
"46-DT","POMO",0,"year4_above",NA,NA,NA,NA,NA
"46-FD","ACMI",0,"year4_above","Achillea millefolium",0.00017,0.006356955,NA,NA
"46-FD","ACAM",0,"year4_above","Acmispon americanus",0.00364,0.088533547,NA,NA
"46-FD","ACST",0,"year4_above","Acmispon strigosus",0.00139,0.02916849,NA,NA
"46-FD","AMME",0.1,"year4_above","Amsinckia menziesii",0.0014,0.129041085,NA,NA
"46-FD","ASFA",0,"year4_above","Asclepias fascicularis",0.00391,0.001821949,NA,NA
"46-FD","CACI",0.03,"year4_above",NA,NA,NA,NA,NA
"46-FD","CIOC",0,"year4_above","Cirsium occidentale",0.00593,0.009548198,NA,NA
"46-FD","DEFA",0,"year4_above","Deinandra fasciculata",0.00067,0,NA,NA
"46-FD","ESCA",0,"year4_above","Eschscholzia californica",0.00108,0.007541432,NA,NA
"46-FD","GRCA",0,"year4_above","Grindelia camporum",0.00198,0.074548922,NA,NA
"46-FD","LAPL",0,"year4_above","Layia platyglossa",0.00058,0,NA,NA
"46-FD","LUBI",0,"year4_above","Lupinus bicolor",0.00391,0.000794985,NA,NA
"46-FD","LUMII",0,"year4_above",NA,NA,NA,NA,NA
"46-FD","LUSU",0,"year4_above","Lupinus succulentus",0.0271,0.004858119,NA,NA
"46-FD","PHCI",0,"year4_above","Phacelia cicutaria",0.00082,0.20964141,NA,NA
"46-FD","PLER",0,"year4_above","Plantago erecta",0.00154,0.001651048,NA,NA
"46-FD","RACA",0,"year4_above","Ranunculus californicus",0.00226,0.000355497,NA,NA
"46-FD","SIBE",0,"year4_above","Sisyrinchium bellum",0.00138,0,NA,NA
"46-FD","TRWI",0,"year4_above","Trifolium willdenovii",0.00202,0.000214787,NA,NA
"46-FD","ARPU",0,"year4_above","Aristida purpurea",0.00121,0,NA,NA
"46-FD","BRCA",0,"year4_above","Bromus carinatus",0.00689,0.140296082,NA,NA
"46-FD","ELCO",0,"year4_above","Elymus (Leymus) condensatus",0.00223,0,NA,NA
"46-FD","ELGL",0,"year4_above","Elymus glaucus",0.00369,0.002531458,NA,NA
"46-FD","FEMI",0.05,"year4_above","Festuca microstachys",0.00151,0.253290672,NA,NA
"46-FD","HOBR",0,"year4_above","Hordeum brachyantherum",0.00288,0.002554931,NA,NA
"46-FD","HOIN",0,"year4_above","Hordeum intercedens",0.00471,0,NA,NA
"46-FD","KOMA",0,"year4_above","Koeleria macrantha",0.00022,0,NA,NA
"46-FD","MEIM",0,"year4_above","Melica imperfecta",0.00096,0,NA,NA
"46-FD","MURI",0,"year4_above","Muhlenbergia rigens",2e-04,0,NA,NA
"46-FD","POSE",0,"year4_above","Poa secunda",0.00057,0,NA,NA
"46-FD","SPAI",0,"year4_above","Sporobolus airoides",0.00024,0,NA,NA
"46-FD","STPU",0,"year4_above","Stipa pulchra",0.00485,0.000186707,NA,NA
"46-FD","BRDI",0,"year4_above",NA,NA,NA,NA,NA
"46-FD","BRHO",0,"year4_above",NA,NA,NA,NA,NA
"46-FD","BRMA",0.5,"year4_above",NA,NA,NA,NA,NA
"46-FD","FEMY",0.05,"year4_above",NA,NA,NA,NA,NA
"46-FD","FEPE",0.02,"year4_above",NA,NA,NA,NA,NA
"46-FD","HOMU",0,"year4_above",NA,NA,NA,NA,NA
"46-FD","POMO",0,"year4_above",NA,NA,NA,NA,NA
"46-IR","ACMI",0,"year4_above","Achillea millefolium",0.00017,0.006356955,NA,NA
"46-IR","ACAM",0,"year4_above","Acmispon americanus",0.00364,0.088533547,NA,NA
"46-IR","ACST",0,"year4_above","Acmispon strigosus",0.00139,0.02916849,NA,NA
"46-IR","AMME",0.1,"year4_above","Amsinckia menziesii",0.0014,0.129041085,NA,NA
"46-IR","ASFA",0,"year4_above","Asclepias fascicularis",0.00391,0.001821949,NA,NA
"46-IR","CACI",0,"year4_above",NA,NA,NA,NA,NA
"46-IR","CIOC",0,"year4_above","Cirsium occidentale",0.00593,0.009548198,NA,NA
"46-IR","DEFA",0,"year4_above","Deinandra fasciculata",0.00067,0,NA,NA
"46-IR","ESCA",0,"year4_above","Eschscholzia californica",0.00108,0.007541432,NA,NA
"46-IR","GRCA",0,"year4_above","Grindelia camporum",0.00198,0.074548922,NA,NA
"46-IR","LAPL",0,"year4_above","Layia platyglossa",0.00058,0,NA,NA
"46-IR","LUBI",0,"year4_above","Lupinus bicolor",0.00391,0.000794985,NA,NA
"46-IR","LUMII",0,"year4_above",NA,NA,NA,NA,NA
"46-IR","LUSU",0,"year4_above","Lupinus succulentus",0.0271,0.004858119,NA,NA
"46-IR","PHCI",0.05,"year4_above","Phacelia cicutaria",0.00082,0.20964141,NA,NA
"46-IR","PLER",0,"year4_above","Plantago erecta",0.00154,0.001651048,NA,NA
"46-IR","RACA",0,"year4_above","Ranunculus californicus",0.00226,0.000355497,NA,NA
"46-IR","SIBE",0,"year4_above","Sisyrinchium bellum",0.00138,0,NA,NA
"46-IR","TRWI",0,"year4_above","Trifolium willdenovii",0.00202,0.000214787,NA,NA
"46-IR","ARPU",0,"year4_above","Aristida purpurea",0.00121,0,NA,NA
"46-IR","BRCA",0,"year4_above","Bromus carinatus",0.00689,0.140296082,NA,NA
"46-IR","ELCO",0,"year4_above","Elymus (Leymus) condensatus",0.00223,0,NA,NA
"46-IR","ELGL",0,"year4_above","Elymus glaucus",0.00369,0.002531458,NA,NA
"46-IR","FEMI",0.25,"year4_above","Festuca microstachys",0.00151,0.253290672,NA,NA
